Transaction_ID,Date,Customer_ID,Region,Product,Quantity,Unit_Price,Unit_Cost
TRX-002312,2023-09-08,CUST-0593,Latin America,Consulting Service,3,190.78,105.0
TRX-002313,2023-09-04,CUST-0603,,Premium Maintenance,7,682.9,220.0
TRX-002314,2023-09-24,CUST-0607,North America,Enterprise License,3,1144.99,350.0
TRX-002315,2023-09-18,CUST-0608,North America,Consulting Service,2,187.61,105.0
TRX-002316,2023-09-09,CUST-0612,North America,Premium Maintenance,3,655.63,220.0
TRX-002317,2023-09-06,CUST-0612,North America,Consulting Service,2,166.35,105.0
TRX-002318,2023-09-02,CUST-0613,Asia-Pacific,Consulting Service,5,193.88,105.0
TRX-002319,2023-09-14,CUST-0616,Asia-Pacific,Premium Maintenance,5,696.79,220.0
TRX-002320,2023-09-10,CUST-0616,Asia-Pacific,Enterprise License,7,1119.99,350.0
TRX-002321,2023-09-06,CUST-0617,Europe,Consulting Service,3,166.08,105.0
TRX-002322,2023-09-23,CUST-0617,Europe,Enterprise License,7,1262.73,350.0
TRX-002323,2023-09-20,CUST-0621,,Consulting Service,7,185.96,105.0
TRX-002324,2023-09-30,CUST-0622,Europe,Premium Maintenance,2,613.66,220.0
TRX-002325,2023-09-17,CUST-0625,Asia-Pacific,Premium Maintenance,4,686.69,220.0
TRX-002326,2023-09-04,CUST-0635,Asia-Pacific,Consulting Service,2,184.78,105.0
TRX-002327,2023-09-15,CUST-0638,North America,Consulting Service,4,180.55,105.0
TRX-002328,2023-09-26,CUST-0645,Latin America,Enterprise License,1,1154.82,350.0
TRX-002329,2023-09-06,CUST-0645,Latin America,Basic Support,3,322.61,70.0
TRX-002330,2023-09-25,CUST-0653,Latin America,Basic Support,5,282.09,70.0
TRX-002331,2023-09-07,CUST-0653,Latin America,Consulting Service,6,162.1,105.0
TRX-002332,2023-09-12,CUST-0660,North America,Consulting Service,6,190.79,105.0
TRX-002333,2023-09-17,CUST-0664,Europe,Basic Support,4,270.41,70.0
TRX-002334,2023-09-16,CUST-0664,Europe,Enterprise License,5,1281.16,350.0
TRX-002335,2023-09-14,CUST-0667,North America,Consulting Service,6,185.22,105.0
TRX-002336,2023-09-30,CUST-0667,North America,Consulting Service,7,162.59,105.0
TRX-002337,2023-09-26,CUST-0672,Latin America,Premium Maintenance,1,648.73,220.0
TRX-002338,2023-09-25,CUST-0680,Asia-Pacific,Consulting Service,3,170.55,105.0
TRX-002339,2023-09-23,CUST-0689,Europe,Premium Maintenance,4,640.18,220.0
TRX-002340,2023-09-20,CUST-0702,Asia-Pacific,Consulting Service,7,183.84,105.0
TRX-002341,2023-09-17,CUST-0706,Asia-Pacific,Basic Support,6,280.44,70.0
TRX-002342,2023-09-23,CUST-0706,Asia-Pacific,Basic Support,2,274.16,70.0
TRX-002343,2023-09-02,CUST-0707,Europe,Consulting Service,7,178.14,105.0
TRX-002344,2023-09-08,CUST-0707,Europe,Basic Support,4,271.06,70.0
TRX-002345,2023-09-22,CUST-0713,North America,Consulting Service,6,187.14,105.0
TRX-002346,2023-09-16,CUST-0722,Asia-Pacific,Premium Maintenance,4,586.75,220.0
TRX-002347,2023-09-01,CUST-0725,Asia-Pacific,Premium Maintenance,3,680.59,220.0
TRX-002348,2023-09-20,CUST-0730,Latin America,Enterprise License,5,1209.92,350.0
TRX-002349,2023-09-21,CUST-0738,North America,Basic Support,5,320.41,70.0
TRX-002350,2023-09-20,CUST-0741,Asia-Pacific,Basic Support,2,293.79,70.0
TRX-002351,2023-09-28,CUST-0745,North America,Basic Support,5,313.47,70.0
TRX-002352,2023-09-16,CUST-0746,Latin America,Basic Support,1,301.58,70.0
TRX-002353,2023-09-24,CUST-0747,North America,Enterprise License,7,1225.12,350.0
TRX-002354,2023-09-16,CUST-0754,Asia-Pacific,Premium Maintenance,2,587.7,220.0
TRX-002355,2023-09-10,CUST-0761,North America,Consulting Service,7,193.29,105.0
TRX-002356,2023-09-01,CUST-0764,Europe,Premium Maintenance,7,669.86,220.0
TRX-002357,2023-09-13,CUST-0765,North America,Enterprise License,7,1137.04,350.0
TRX-002358,2023-09-04,CUST-0768,Asia-Pacific,Consulting Service,3,187.43,105.0
TRX-002359,2023-09-01,CUST-0776,,Consulting Service,5,182.3,105.0
TRX-002360,2023-09-09,CUST-0780,Europe,Premium Maintenance,2,701.56,220.0
TRX-002361,2023-09-28,CUST-0781,North America,Basic Support,1,292.73,70.0
TRX-002362,2023-09-01,CUST-0781,North America,Consulting Service,7,174.35,105.0
TRX-002363,2023-09-21,CUST-0782,Latin America,Basic Support,6,271.94,70.0
TRX-002364,2023-09-16,CUST-0784,North America,Enterprise License,4,1139.37,350.0
TRX-002365,2023-09-04,CUST-0787,Europe,Premium Maintenance,3,608.12,220.0
TRX-002366,2023-09-24,CUST-0787,,Basic Support,3,298.46,70.0
TRX-002367,2023-09-19,CUST-0792,North America,Premium Maintenance,5,698.87,220.0
TRX-002368,2023-09-22,CUST-0797,Asia-Pacific,Basic Support,4,283.55,70.0
TRX-002369,2023-09-06,CUST-0799,Latin America,Premium Maintenance,5,639.75,220.0
TRX-002370,2023-10-05,CUST-0003,Latin America,Consulting Service,6,184.61,105.0
TRX-002371,2023-10-11,CUST-0005,North America,Consulting Service,5,166.28,105.0
TRX-002372,2023-10-30,CUST-0006,North America,Premium Maintenance,5,611.1,220.0
TRX-002373,2023-10-10,CUST-0006,North America,Basic Support,1,271.63,70.0
TRX-002374,2023-10-25,CUST-0006,North America,Enterprise License,2,1102.16,350.0
TRX-002375,2023-10-14,CUST-0007,Latin America,Consulting Service,7,186.53,105.0
TRX-002376,2023-10-18,CUST-0007,,Enterprise License,1,1184.85,350.0
TRX-002377,2023-10-14,CUST-0018,Latin America,Consulting Service,4,178.16,105.0
TRX-002378,2023-10-27,CUST-0023,Latin America,Premium Maintenance,4,666.65,220.0
TRX-002379,2023-10-22,CUST-0023,Latin America,Basic Support,7,314.71,70.0
TRX-002380,2023-10-19,CUST-0024,Europe,Premium Maintenance,4,687.35,220.0
TRX-002381,2023-10-20,CUST-0027,Asia-Pacific,Enterprise License,1,1247.7,350.0
TRX-002382,2023-10-04,CUST-0028,North America,Basic Support,6,317.43,70.0
TRX-002383,2023-10-11,CUST-0036,Latin America,Consulting Service,5,166.61,105.0
TRX-002384,2023-10-06,CUST-0036,Latin America,Basic Support,5,300.31,70.0
TRX-002385,2023-10-21,CUST-0038,Latin America,Basic Support,2,306.59,70.0
TRX-002386,2023-10-16,CUST-0046,Latin America,Consulting Service,3,167.7,105.0
TRX-002387,2023-10-16,CUST-0053,Asia-Pacific,Enterprise License,1,1245.58,350.0
TRX-002388,2023-10-06,CUST-0060,North America,Enterprise License,5,1140.35,350.0
TRX-002389,2023-10-31,CUST-0064,North America,Consulting Service,1,194.35,105.0
TRX-002390,2023-10-25,CUST-0066,Asia-Pacific,Consulting Service,4,191.05,105.0
TRX-002391,2023-10-22,CUST-0069,Asia-Pacific,Consulting Service,4,193.9,105.0
TRX-002392,2023-10-12,CUST-0074,Europe,Consulting Service,1,174.65,105.0
TRX-002393,2023-10-30,CUST-0076,Asia-Pacific,Basic Support,5,312.64,70.0
TRX-002394,2023-10-24,CUST-0078,North America,Premium Maintenance,0,645.43,220.0
TRX-002395,2023-10-25,CUST-0078,North America,Consulting Service,3,189.07,105.0
TRX-002396,2023-10-31,CUST-0093,North America,Consulting Service,5,170.59,105.0
TRX-002397,2023-10-18,CUST-0094,Latin America,Basic Support,6,295.16,70.0
TRX-002398,2023-10-19,CUST-0096,Asia-Pacific,Premium Maintenance,2,690.35,220.0
TRX-002399,2023-10-02,CUST-0115,Europe,Enterprise License,5,1257.83,350.0
TRX-002400,2023-10-10,CUST-0115,Europe,Enterprise License,4,1133.81,350.0
TRX-002401,2023-10-25,CUST-0118,Europe,Enterprise License,4,1087.21,350.0
TRX-002402,2023-10-27,CUST-0118,Europe,Consulting Service,5,175.7,105.0
TRX-002403,2023-10-04,CUST-0120,North America,Consulting Service,4,190.69,105.0
TRX-002404,2023-10-25,CUST-0132,North America,Consulting Service,5,177.07,105.0
TRX-002405,2023-10-09,CUST-0132,North America,Basic Support,7,283.49,70.0
TRX-002406,2023-10-23,CUST-0138,Latin America,Basic Support,1,277.41,70.0
TRX-002407,2023-10-01,CUST-0138,Latin America,Enterprise License,7,1117.89,350.0
TRX-002408,2023-10-05,CUST-0143,Latin America,Basic Support,2,322.31,70.0
TRX-002409,2023-10-18,CUST-0143,Latin America,Consulting Service,2,167.94,105.0
TRX-002410,2023-10-27,CUST-0153,Europe,Consulting Service,6,165.3,105.0
TRX-002411,2023-10-05,CUST-0153,Europe,Enterprise License,1,1208.41,350.0
TRX-002412,2023-10-18,CUST-0153,Europe,Consulting Service,1,180.94,105.0
TRX-002413,2023-10-08,CUST-0164,Europe,Basic Support,5,320.53,70.0
TRX-002414,2023-10-10,CUST-0168,Europe,Basic Support,5,307.94,70.0
TRX-002415,2023-10-24,CUST-0173,North America,Basic Support,1,309.24,70.0
TRX-002416,2023-10-30,CUST-0175,Europe,Premium Maintenance,2,597.21,220.0
TRX-002417,2023-10-09,CUST-0180,North America,Basic Support,5,305.05,70.0
TRX-002418,2023-10-19,CUST-0181,Asia-Pacific,Premium Maintenance,1,635.71,220.0
TRX-002419,2023-10-10,CUST-0184,Latin America,Enterprise License,5,1227.84,350.0
TRX-002420,2023-10-11,CUST-0185,Europe,Premium Maintenance,7,668.24,220.0
TRX-002421,2023-10-25,CUST-0186,North America,Consulting Service,1,182.58,105.0
TRX-002422,2023-10-01,CUST-0186,North America,Enterprise License,2,1253.94,350.0
TRX-002423,2023-10-24,CUST-0190,Asia-Pacific,Basic Support,6,272.95,70.0
TRX-002424,2023-10-16,CUST-0190,Asia-Pacific,Consulting Service,2,176.67,105.0
TRX-002425,2023-10-23,CUST-0197,Europe,Enterprise License,2,1273.53,350.0
TRX-002426,2023-10-22,CUST-0200,Europe,Enterprise License,1,1225.76,350.0
TRX-002427,2023-10-24,CUST-0208,Europe,Consulting Service,3,171.72,105.0
TRX-002428,2023-10-09,CUST-0212,North America,Basic Support,1,271.79,70.0
TRX-002429,2023-10-31,CUST-0213,North America,Premium Maintenance,7,638.2,220.0
TRX-002430,2023-10-16,CUST-0213,North America,Enterprise License,2,1256.71,350.0
TRX-002431,2023-10-24,CUST-0214,North America,Basic Support,4,282.56,70.0
TRX-002432,2023-10-11,CUST-0214,North America,Enterprise License,7,1248.37,350.0
TRX-002433,2023-10-28,CUST-0214,North America,Enterprise License,6,1265.11,350.0
TRX-002434,2023-10-03,CUST-0215,Europe,Premium Maintenance,4,611.88,220.0
TRX-002435,2023-10-27,CUST-0215,Europe,Premium Maintenance,6,629.15,220.0
TRX-002436,2023-10-08,CUST-0218,North America,Enterprise License,1,1267.93,350.0
TRX-002437,2023-10-30,CUST-0228,Europe,Premium Maintenance,3,620.0,220.0
TRX-002438,2023-10-30,CUST-0228,Europe,Premium Maintenance,1,587.66,220.0
TRX-002439,2023-10-12,CUST-0240,Asia-Pacific,Consulting Service,4,175.06,105.0
TRX-002440,2023-10-19,CUST-0241,North America,Enterprise License,1,1226.34,350.0
TRX-002441,2023-10-13,CUST-0245,Latin America,Premium Maintenance,5,668.11,220.0
TRX-002442,2023-10-21,CUST-0245,Latin America,Consulting Service,7,183.13,105.0
TRX-002443,2023-10-14,CUST-0246,Latin America,Premium Maintenance,6,657.2,220.0
TRX-002444,2023-10-08,CUST-0246,Latin America,Premium Maintenance,4,585.12,220.0
TRX-002445,2023-10-21,CUST-0246,Latin America,Premium Maintenance,4,668.91,220.0
TRX-002446,2023-10-06,CUST-0258,Europe,Basic Support,5,300.12,70.0
TRX-002447,2023-10-12,CUST-0259,Latin America,Premium Maintenance,5,615.17,220.0
TRX-002448,2023-10-04,CUST-0259,Latin America,Premium Maintenance,4,669.82,220.0
TRX-002449,2023-10-20,CUST-0268,Latin America,Enterprise License,5,1249.59,350.0
TRX-002450,2023-10-09,CUST-0274,North America,Premium Maintenance,7,662.18,220.0
TRX-002451,2023-10-09,CUST-0282,Asia-Pacific,Consulting Service,7,192.37,105.0
TRX-002452,2023-10-08,CUST-0296,Asia-Pacific,Premium Maintenance,2,639.1,220.0
TRX-002453,2023-10-12,CUST-0296,Asia-Pacific,Enterprise License,5,1282.67,350.0
TRX-002454,2023-10-01,CUST-0296,Asia-Pacific,Consulting Service,7,186.52,105.0
TRX-002455,2023-10-06,CUST-0301,North America,Premium Maintenance,4,649.94,220.0
TRX-002456,2023-10-31,CUST-0301,North America,Consulting Service,7,169.07,105.0
TRX-002457,2023-10-10,CUST-0301,North America,Enterprise License,5,1288.05,350.0
TRX-002458,2023-10-18,CUST-0306,Asia-Pacific,Enterprise License,7,1190.86,350.0
TRX-002459,2023-10-08,CUST-0310,Europe,Consulting Service,7,179.86,105.0
TRX-002460,2023-10-14,CUST-0311,Latin America,Consulting Service,2,181.7,105.0
TRX-002461,2023-10-14,CUST-0311,Latin America,Basic Support,4,281.87,70.0
TRX-002462,2023-10-11,CUST-0313,Asia-Pacific,Enterprise License,3,1138.78,350.0
TRX-002463,2023-10-23,CUST-0315,North America,Consulting Service,3,169.18,105.0
TRX-002464,2023-10-09,CUST-0316,North America,Consulting Service,4,191.03,105.0
TRX-002465,2023-10-19,CUST-0316,North America,Basic Support,4,308.61,70.0
TRX-002466,2023-10-06,CUST-0316,North America,Basic Support,1,315.74,70.0
TRX-002467,2023-10-24,CUST-0320,Latin America,Enterprise License,2,1197.3,350.0
TRX-002468,2023-10-02,CUST-0339,Latin America,Basic Support,2,317.48,70.0
TRX-002469,2023-10-11,CUST-0339,Latin America,Premium Maintenance,1,671.83,220.0
TRX-002470,2023-10-02,CUST-0340,Asia-Pacific,Basic Support,7,288.3,70.0
TRX-002471,2023-10-18,CUST-0340,Asia-Pacific,Basic Support,6,316.06,70.0
TRX-002472,2023-10-31,CUST-0343,Asia-Pacific,Basic Support,5,300.83,70.0
TRX-002473,2023-10-05,CUST-0347,Asia-Pacific,Enterprise License,5,1228.22,350.0
TRX-002474,2023-10-30,CUST-0360,Europe,Basic Support,4,311.45,70.0
TRX-002475,2023-10-17,CUST-0360,Europe,Enterprise License,1,1234.65,350.0
TRX-002476,2023-10-26,CUST-0360,Europe,Premium Maintenance,1,642.75,220.0
TRX-002477,2023-10-09,CUST-0369,Latin America,Consulting Service,6,194.24,105.0
TRX-002478,2023-10-29,CUST-0376,Asia-Pacific,Consulting Service,4,178.8,105.0
TRX-002479,2023-10-13,CUST-0376,Asia-Pacific,Consulting Service,6,179.91,105.0
TRX-002480,2023-10-03,CUST-0390,Europe,Consulting Service,2,185.93,105.0
TRX-002481,2023-10-19,CUST-0390,Europe,Premium Maintenance,6,679.16,220.0
TRX-002482,2023-10-05,CUST-0390,,Premium Maintenance,3,637.5,220.0
TRX-002483,2023-10-08,CUST-0405,Asia-Pacific,Enterprise License,7,1158.82,350.0
TRX-002484,2023-10-05,CUST-0414,Europe,Consulting Service,2,185.95,105.0
TRX-002485,2023-10-02,CUST-0418,Asia-Pacific,Premium Maintenance,3,594.55,220.0
TRX-002486,2023-10-12,CUST-0419,North America,Enterprise License,2,1140.7,350.0
TRX-002487,2023-10-09,CUST-0427,Europe,Premium Maintenance,3,635.5,220.0
TRX-002488,2023-10-04,CUST-0430,Latin America,Premium Maintenance,7,598.72,220.0
TRX-002489,2023-10-27,CUST-0438,Asia-Pacific,Premium Maintenance,1,621.88,220.0
TRX-002490,2023-10-07,CUST-0447,North America,Enterprise License,5,1242.65,350.0
TRX-002491,2023-10-04,CUST-0454,Asia-Pacific,Enterprise License,3,1233.06,350.0
TRX-002492,2023-10-31,CUST-0454,Asia-Pacific,Premium Maintenance,4,670.62,220.0
TRX-002493,2023-10-19,CUST-0460,Asia-Pacific,Consulting Service,7,179.91,105.0
TRX-002494,2023-10-30,CUST-0460,Asia-Pacific,Enterprise License,3,1226.47,350.0
TRX-002495,2023-10-22,CUST-0465,Latin America,Premium Maintenance,5,591.07,220.0
TRX-002496,2023-10-17,CUST-0472,Latin America,Consulting Service,1,189.83,105.0
TRX-002497,2023-10-07,CUST-0475,Latin America,Basic Support,2,316.85,70.0
TRX-002498,2023-10-02,CUST-0483,North America,Consulting Service,3,175.89,105.0
TRX-002499,2023-10-12,CUST-0483,North America,Enterprise License,5,1192.31,350.0
TRX-002500,2023-10-21,CUST-0484,North America,Consulting Service,3,178.14,105.0
TRX-002501,2023-10-14,CUST-0485,North America,Enterprise License,5,1224.48,350.0
TRX-002502,2023-10-21,CUST-0487,Latin America,Consulting Service,2,164.5,105.0
TRX-002503,2023-10-11,CUST-0495,Latin America,Enterprise License,2,1128.13,350.0
TRX-002504,2023-10-08,CUST-0497,North America,Premium Maintenance,4,618.07,220.0
TRX-002505,2023-10-11,CUST-0497,North America,Enterprise License,6,1290.58,350.0
TRX-002506,2023-10-12,CUST-0502,Asia-Pacific,Premium Maintenance,4,691.04,220.0
TRX-002507,2023-10-06,CUST-0502,Asia-Pacific,Enterprise License,1,1150.61,350.0
TRX-002508,2023-10-01,CUST-0503,Europe,Enterprise License,3,1110.68,350.0
TRX-002509,2023-10-23,CUST-0503,Europe,Basic Support,1,276.67,70.0
TRX-002510,2023-10-11,CUST-0507,Asia-Pacific,Basic Support,2,277.52,70.0
TRX-002511,2023-10-01,CUST-0509,Asia-Pacific,Premium Maintenance,0,608.44,220.0
TRX-002512,2023-10-10,CUST-0519,North America,Premium Maintenance,2,606.62,220.0
TRX-002513,2023-10-06,CUST-0519,North America,Premium Maintenance,3,669.19,220.0
TRX-002514,2023-10-26,CUST-0524,Europe,Basic Support,6,301.77,70.0
TRX-002515,2023-10-05,CUST-0524,Europe,Enterprise License,6,1270.87,350.0
TRX-002516,2023-10-25,CUST-0524,Europe,Consulting Service,3,164.33,105.0
TRX-002517,2023-10-30,CUST-0526,Asia-Pacific,Premium Maintenance,3,652.92,220.0
TRX-002518,2023-10-26,CUST-0526,Asia-Pacific,Basic Support,5,292.97,70.0
TRX-002519,2023-10-27,CUST-0532,Latin America,Basic Support,1,282.27,70.0
TRX-002520,2023-10-20,CUST-0532,Latin America,Consulting Service,4,190.01,105.0
TRX-002521,2023-10-30,CUST-0535,North America,Enterprise License,4,1188.36,350.0
TRX-002522,2023-10-13,CUST-0540,North America,Enterprise License,6,1105.33,350.0
TRX-002523,2023-10-21,CUST-0546,Asia-Pacific,Consulting Service,1,181.79,105.0
TRX-002524,2023-10-06,CUST-0551,North America,Consulting Service,7,165.17,105.0
TRX-002525,2023-10-21,CUST-0553,Asia-Pacific,Premium Maintenance,3,605.87,220.0
TRX-002526,2023-10-16,CUST-0554,North America,Enterprise License,6,1219.42,350.0
TRX-002527,2023-10-20,CUST-0558,Latin America,Consulting Service,6,187.07,105.0
TRX-002528,2023-10-05,CUST-0565,Europe,Consulting Service,3,164.97,105.0
TRX-002529,2023-10-17,CUST-0568,Latin America,Consulting Service,4,186.91,105.0
TRX-002530,2023-10-03,CUST-0592,Europe,Premium Maintenance,2,641.27,220.0
TRX-002531,2023-10-10,CUST-0593,North America,Enterprise License,2,1235.0,350.0
TRX-002532,2023-10-02,CUST-0603,Asia-Pacific,Enterprise License,4,1294.69,350.0
TRX-002533,2023-10-17,CUST-0603,Asia-Pacific,Enterprise License,6,1258.36,350.0
TRX-002534,2023-10-23,CUST-0607,Latin America,Consulting Service,6,186.53,105.0
TRX-002535,2023-10-19,CUST-0608,North America,Premium Maintenance,4,594.19,220.0
TRX-002536,2023-10-30,CUST-0612,Latin America,Premium Maintenance,2,639.18,220.0
TRX-002537,2023-10-18,CUST-0613,Asia-Pacific,Consulting Service,4,179.13,105.0
TRX-002538,2023-10-22,CUST-0616,Europe,Enterprise License,4,1123.2,350.0
TRX-002539,2023-10-02,CUST-0616,Europe,Premium Maintenance,7,611.83,220.0
TRX-002540,2023-10-09,CUST-0617,Europe,Enterprise License,5,1201.1,350.0
TRX-002541,2023-10-09,CUST-0619,Latin America,Enterprise License,3,1093.39,350.0
TRX-002542,2023-10-22,CUST-0621,North America,Basic Support,3,272.68,70.0
TRX-002543,2023-10-10,CUST-0622,North America,Premium Maintenance,1,697.13,220.0
TRX-002544,2023-10-11,CUST-0635,North America,Premium Maintenance,4,600.73,220.0
TRX-002545,2023-10-10,CUST-0638,North America,Premium Maintenance,2,595.73,220.0
TRX-002546,2023-10-03,CUST-0645,Asia-Pacific,Basic Support,6,316.59,70.0
TRX-002547,2023-10-29,CUST-0653,Europe,Premium Maintenance,1,635.79,220.0
TRX-002548,2023-10-09,CUST-0653,Europe,Enterprise License,3,1260.33,350.0
TRX-002549,2023-10-06,CUST-0653,Europe,Premium Maintenance,7,649.54,220.0
TRX-002550,2023-10-23,CUST-0659,Europe,Premium Maintenance,7,687.51,220.0
TRX-002551,2023-10-08,CUST-0659,Europe,Basic Support,4,304.68,70.0
TRX-002552,2023-10-06,CUST-0660,Asia-Pacific,Premium Maintenance,6,684.32,220.0
TRX-002553,2023-10-18,CUST-0660,Asia-Pacific,Consulting Service,7,170.42,105.0
TRX-002554,2023-10-06,CUST-0660,Asia-Pacific,Premium Maintenance,2,586.27,220.0
TRX-002555,2023-10-14,CUST-0664,North America,Basic Support,2,300.29,70.0
TRX-002556,2023-10-01,CUST-0667,Latin America,Enterprise License,1,1155.32,350.0
TRX-002557,2023-10-14,CUST-0672,Latin America,Enterprise License,3,1155.9,350.0
TRX-002558,2023-10-16,CUST-0672,Latin America,Premium Maintenance,5,685.6,220.0
TRX-002559,2023-10-22,CUST-0677,North America,Enterprise License,3,1089.55,350.0
TRX-002560,2023-10-19,CUST-0680,Latin America,Premium Maintenance,5,696.91,220.0
TRX-002561,2023-10-06,CUST-0680,Latin America,Consulting Service,1,175.45,105.0
TRX-002562,2023-10-02,CUST-0680,Latin America,Basic Support,4,283.2,70.0
TRX-002563,2023-10-07,CUST-0689,Europe,Premium Maintenance,2,656.7,220.0
TRX-002564,2023-10-07,CUST-0702,North America,Consulting Service,6,184.57,105.0
TRX-002565,2023-10-02,CUST-0703,Asia-Pacific,Enterprise License,3,1171.88,350.0
TRX-002566,2023-10-19,CUST-0703,Asia-Pacific,Premium Maintenance,3,591.27,220.0
TRX-002567,2023-10-23,CUST-0707,Europe,Enterprise License,2,1179.91,350.0
TRX-002568,2023-10-25,CUST-0713,Europe,Premium Maintenance,1,608.45,220.0
TRX-002569,2023-10-05,CUST-0716,Latin America,Consulting Service,3,190.6,105.0
TRX-002570,2023-10-20,CUST-0716,Latin America,Consulting Service,4,191.92,105.0
TRX-002571,2023-10-20,CUST-0725,North America,Consulting Service,2,188.34,105.0
TRX-002572,2023-10-26,CUST-0725,North America,Enterprise License,1,1173.76,350.0
TRX-002573,2023-10-04,CUST-0730,Latin America,Enterprise License,7,1094.14,350.0
TRX-002574,2023-10-10,CUST-0730,Latin America,Enterprise License,1,1208.96,350.0
TRX-002575,2023-10-16,CUST-0730,,Consulting Service,2,183.02,105.0
TRX-002576,2023-10-25,CUST-0734,Europe,Basic Support,2,288.02,70.0
TRX-002577,2023-10-14,CUST-0738,Asia-Pacific,Basic Support,3,279.09,70.0
TRX-002578,2023-10-26,CUST-0741,Europe,Consulting Service,3,184.76,105.0
TRX-002579,2023-10-09,CUST-0747,Asia-Pacific,Basic Support,6,315.28,70.0
TRX-002580,2023-10-05,CUST-0747,Asia-Pacific,Consulting Service,7,193.68,105.0
TRX-002581,2023-10-06,CUST-0754,Latin America,Premium Maintenance,7,605.2,220.0
TRX-002582,2023-10-21,CUST-0759,Asia-Pacific,Consulting Service,3,174.07,105.0
TRX-002583,2023-10-05,CUST-0760,Asia-Pacific,Enterprise License,1,1096.34,350.0
TRX-002584,2023-10-30,CUST-0761,Latin America,Enterprise License,5,1241.89,350.0
TRX-002585,2023-10-26,CUST-0765,Latin America,Premium Maintenance,7,695.22,220.0
TRX-002586,2023-10-21,CUST-0768,Asia-Pacific,Basic Support,6,276.5,70.0
TRX-002587,2023-10-26,CUST-0776,North America,Consulting Service,2,167.15,105.0
TRX-002588,2023-10-19,CUST-0776,North America,Enterprise License,1,1271.49,350.0
TRX-002589,2023-10-08,CUST-0780,Europe,Basic Support,4,315.78,70.0
TRX-002590,2023-10-10,CUST-0781,Europe,Consulting Service,6,169.73,105.0
TRX-002591,2023-10-19,CUST-0784,Europe,Consulting Service,2,170.87,105.0
TRX-002592,2023-10-02,CUST-0784,Europe,Basic Support,4,285.18,70.0
TRX-002593,2023-10-08,CUST-0787,North America,Premium Maintenance,4,665.75,220.0
TRX-002594,2023-10-20,CUST-0787,North America,Basic Support,7,315.22,70.0
TRX-002595,2023-10-11,CUST-0792,Europe,Enterprise License,1,1241.92,350.0
TRX-002596,2023-10-21,CUST-0799,Asia-Pacific,Enterprise License,1,1274.0,350.0
TRX-002597,2023-11-11,CUST-0003,North America,Premium Maintenance,5,661.64,220.0
TRX-002598,2023-11-24,CUST-0005,North America,Premium Maintenance,1,633.82,220.0
TRX-002599,2023-11-06,CUST-0005,North America,Consulting Service,6,174.56,105.0
TRX-002600,2023-11-20,CUST-0005,North America,Premium Maintenance,5,667.14,220.0
TRX-002601,2023-11-21,CUST-0006,Latin America,Basic Support,2,293.84,70.0
TRX-002602,2023-11-24,CUST-0007,,Consulting Service,4,162.17,105.0
TRX-002603,2023-11-29,CUST-0015,North America,Enterprise License,6,1189.52,350.0
TRX-002604,2023-11-14,CUST-0017,Europe,Premium Maintenance,7,686.54,220.0
TRX-002605,2023-11-26,CUST-0023,Latin America,Consulting Service,3,168.45,105.0
TRX-002606,2023-11-13,CUST-0023,Latin America,Consulting Service,5,181.31,105.0
TRX-002607,2023-11-19,CUST-0024,North America,Basic Support,2,280.8,70.0
TRX-002608,2023-11-27,CUST-0027,Asia-Pacific,Premium Maintenance,4,670.65,220.0
TRX-002609,2023-11-20,CUST-0028,Europe,Premium Maintenance,6,630.61,220.0
TRX-002610,2023-11-07,CUST-0028,Europe,Premium Maintenance,1,643.88,220.0
TRX-002611,2023-11-16,CUST-0036,North America,Enterprise License,3,1097.26,350.0
TRX-002612,2023-11-19,CUST-0038,Europe,Enterprise License,7,1091.74,350.0
TRX-002613,2023-11-26,CUST-0046,North America,Basic Support,6,316.97,70.0
TRX-002614,2023-11-18,CUST-0053,Europe,Enterprise License,1,1292.42,350.0
TRX-002615,2023-11-17,CUST-0053,Europe,Enterprise License,5,1198.34,350.0
TRX-002616,2023-11-21,CUST-0060,Europe,Enterprise License,4,1091.25,350.0
TRX-002617,2023-11-15,CUST-0064,Europe,Basic Support,7,279.77,70.0
TRX-002618,2023-11-12,CUST-0064,Europe,Premium Maintenance,4,697.83,220.0
TRX-002619,2023-11-28,CUST-0066,North America,Premium Maintenance,1,681.25,220.0
TRX-002620,2023-11-06,CUST-0066,North America,Premium Maintenance,5,627.27,220.0
TRX-002621,2023-11-13,CUST-0069,Europe,Consulting Service,3,194.18,105.0
TRX-002622,2023-11-05,CUST-0074,North America,Premium Maintenance,2,618.81,220.0
TRX-002623,2023-11-01,CUST-0076,Asia-Pacific,Premium Maintenance,1,685.6,220.0
TRX-002624,2023-11-23,CUST-0078,Latin America,Basic Support,5,306.12,70.0
TRX-002625,2023-11-07,CUST-0093,Europe,Consulting Service,5,171.71,105.0
TRX-002626,2023-11-13,CUST-0093,Europe,Basic Support,4,295.58,70.0
TRX-002627,2023-11-05,CUST-0093,Europe,Enterprise License,7,1112.02,350.0
TRX-002628,2023-11-21,CUST-0094,Europe,Basic Support,1,310.75,70.0
TRX-002629,2023-11-14,CUST-0096,Asia-Pacific,Consulting Service,3,178.42,105.0
TRX-002630,2023-11-27,CUST-0105,Europe,Enterprise License,1,1085.5,350.0
TRX-002631,2023-11-23,CUST-0110,Asia-Pacific,Consulting Service,1,192.73,105.0
