Transaction_ID,Date,Customer_ID,Region,Product,Quantity,Unit_Price,Unit_Cost,Revenue,Cost,Profit,Month
TRX-002732,2023-11-02,CUST-0475,North America,Basic Support,6,292.08,70.0,1752.48,420.0,1332.48,2023-11
TRX-002735,2023-11-02,CUST-0484,Latin America,Enterprise License,6,1262.57,350.0,7575.42,2100.0,5475.42,2023-11
TRX-002740,2023-11-02,CUST-0497,Latin America,Consulting Service,7,176.24,105.0,1233.68,735.0,498.68000000000006,2023-11
TRX-002750,2023-11-02,CUST-0524,North America,Consulting Service,7,183.86,105.0,1287.02,735.0,552.02,2023-11
TRX-002753,2023-11-02,CUST-0532,Europe,Basic Support,6,308.31,70.0,1849.8600000000001,420.0,1429.8600000000001,2023-11
TRX-002754,2023-11-02,CUST-0532,Europe,Basic Support,4,282.02,70.0,1128.08,280.0,848.0799999999999,2023-11
TRX-002791,2023-11-02,CUST-0660,North America,Enterprise License,1,1194.78,350.0,1194.78,350.0,844.78,2023-11
TRX-002802,2023-11-02,CUST-0702,Unknown,Basic Support,6,306.27,70.0,1837.62,420.0,1417.62,2023-11
TRX-002828,2023-11-02,CUST-0781,Latin America,Basic Support,4,319.63,70.0,1278.52,280.0,998.52,2023-11
TRX-002633,2023-11-03,CUST-0116,North America,Basic Support,6,287.41,70.0,1724.46,420.0,1304.46,2023-11
TRX-002645,2023-11-03,CUST-0168,Latin America,Enterprise License,4,1205.33,350.0,4821.32,1400.0,3421.3199999999997,2023-11
TRX-002686,2023-11-03,CUST-0296,North America,Enterprise License,6,1181.25,350.0,7087.5,2100.0,4987.5,2023-11
TRX-002694,2023-11-03,CUST-0320,Asia-Pacific,Enterprise License,6,1276.12,350.0,7656.719999999999,2100.0,5556.719999999999,2023-11
TRX-002717,2023-11-03,CUST-0414,Asia-Pacific,Enterprise License,1,1212.76,350.0,1212.76,350.0,862.76,2023-11
TRX-002783,2023-11-03,CUST-0635,Asia-Pacific,Enterprise License,2,1185.72,350.0,2371.44,700.0,1671.44,2023-11
TRX-002830,2023-11-03,CUST-0783,North America,Consulting Service,3,169.86,105.0,509.58000000000004,315.0,194.58000000000004,2023-11
TRX-002837,2023-11-03,CUST-0799,Europe,Basic Support,5,278.24,70.0,1391.2,350.0,1041.2,2023-11
TRX-002650,2023-11-04,CUST-0181,Europe,Premium Maintenance,2,614.42,220.0,1228.84,440.0,788.8399999999999,2023-11
TRX-002660,2023-11-04,CUST-0212,Europe,Premium Maintenance,1,678.12,220.0,678.12,220.0,458.12,2023-11
TRX-002661,2023-11-04,CUST-0212,Europe,Enterprise License,2,1185.09,350.0,2370.18,700.0,1670.1799999999998,2023-11
TRX-002664,2023-11-04,CUST-0215,Europe,Basic Support,3,292.86,70.0,878.58,210.0,668.58,2023-11
TRX-002780,2023-11-04,CUST-0622,Europe,Enterprise License,6,1158.3,350.0,6949.799999999999,2100.0,4849.799999999999,2023-11
TRX-002785,2023-11-04,CUST-0653,Europe,Basic Support,5,317.52,70.0,1587.6,350.0,1237.6,2023-11
TRX-002818,2023-11-04,CUST-0759,Europe,Basic Support,6,313.64,70.0,1881.84,420.0,1461.84,2023-11
TRX-002622,2023-11-05,CUST-0074,North America,Premium Maintenance,2,618.81,220.0,1237.62,440.0,797.6199999999999,2023-11
TRX-002627,2023-11-05,CUST-0093,Europe,Enterprise License,7,1112.02,350.0,7784.139999999999,2450.0,5334.139999999999,2023-11
TRX-002701,2023-11-05,CUST-0359,Asia-Pacific,Enterprise License,6,1148.77,350.0,6892.62,2100.0,4792.62,2023-11
TRX-002712,2023-11-05,CUST-0390,Asia-Pacific,Basic Support,6,289.73,70.0,1738.38,420.0,1318.38,2023-11
TRX-002720,2023-11-05,CUST-0427,Latin America,Basic Support,7,292.89,70.0,2050.23,490.0,1560.23,2023-11
TRX-002743,2023-11-05,CUST-0502,Asia-Pacific,Basic Support,1,291.06,70.0,291.06,70.0,221.06,2023-11
TRX-002751,2023-11-05,CUST-0524,North America,Premium Maintenance,1,643.2,220.0,643.2,220.0,423.20000000000005,2023-11
TRX-002787,2023-11-05,CUST-0653,Europe,Consulting Service,7,191.87,105.0,1343.0900000000001,735.0,608.0900000000001,2023-11
TRX-002599,2023-11-06,CUST-0005,North America,Consulting Service,6,174.56,105.0,1047.3600000000001,630.0,417.3600000000001,2023-11
TRX-002620,2023-11-06,CUST-0066,North America,Premium Maintenance,5,627.27,220.0,3136.35,1100.0,2036.35,2023-11
TRX-002756,2023-11-06,CUST-0540,Asia-Pacific,Basic Support,3,274.03,70.0,822.0899999999999,210.0,612.0899999999999,2023-11
TRX-002800,2023-11-06,CUST-0689,Europe,Basic Support,1,311.24,70.0,311.24,70.0,241.24,2023-11
TRX-002610,2023-11-07,CUST-0028,Europe,Premium Maintenance,1,643.88,220.0,643.88,220.0,423.88,2023-11
TRX-002625,2023-11-07,CUST-0093,Europe,Consulting Service,5,171.71,105.0,858.5500000000001,525.0,333.55000000000007,2023-11
TRX-002709,2023-11-07,CUST-0376,North America,Enterprise License,5,1239.28,350.0,6196.4,1750.0,4446.4,2023-11
TRX-002770,2023-11-07,CUST-0608,Asia-Pacific,Enterprise License,2,1198.25,350.0,2396.5,700.0,1696.5,2023-11
TRX-002774,2023-11-07,CUST-0613,Latin America,Consulting Service,4,166.7,105.0,666.8,420.0,246.79999999999995,2023-11
TRX-002793,2023-11-07,CUST-0661,Europe,Premium Maintenance,4,609.96,220.0,2439.84,880.0,1559.8400000000001,2023-11
TRX-002814,2023-11-07,CUST-0737,Asia-Pacific,Premium Maintenance,6,641.21,220.0,3847.26,1320.0,2527.26,2023-11
TRX-002822,2023-11-07,CUST-0761,Asia-Pacific,Basic Support,5,271.74,70.0,1358.7,350.0,1008.7,2023-11
TRX-002641,2023-11-08,CUST-0156,Asia-Pacific,Enterprise License,7,1090.17,350.0,7631.1900000000005,2450.0,5181.1900000000005,2023-11
TRX-002651,2023-11-08,CUST-0184,Europe,Enterprise License,6,1149.03,350.0,6894.18,2100.0,4794.18,2023-11
TRX-002683,2023-11-08,CUST-0269,Latin America,Consulting Service,7,165.54,105.0,1158.78,735.0,423.78,2023-11
TRX-002739,2023-11-08,CUST-0496,Latin America,Premium Maintenance,4,618.76,220.0,2475.04,880.0,1595.04,2023-11
TRX-002794,2023-11-08,CUST-0661,Europe,Basic Support,6,318.57,70.0,1911.42,420.0,1491.42,2023-11
TRX-002820,2023-11-08,CUST-0760,Asia-Pacific,Premium Maintenance,1,618.7,220.0,618.7,220.0,398.70000000000005,2023-11
TRX-002821,2023-11-08,CUST-0760,Asia-Pacific,Consulting Service,2,168.9,105.0,337.8,210.0,127.80000000000001,2023-11
TRX-002832,2023-11-08,CUST-0784,Latin America,Basic Support,5,316.14,70.0,1580.6999999999998,350.0,1230.6999999999998,2023-11
TRX-002647,2023-11-09,CUST-0175,Latin America,Enterprise License,7,1277.31,350.0,8941.17,2450.0,6491.17,2023-11
TRX-002668,2023-11-09,CUST-0228,Latin America,Enterprise License,6,1292.85,350.0,7757.099999999999,2100.0,5657.099999999999,2023-11
TRX-002702,2023-11-09,CUST-0359,Asia-Pacific,Premium Maintenance,4,644.15,220.0,2576.6,880.0,1696.6,2023-11
TRX-002718,2023-11-09,CUST-0418,Asia-Pacific,Basic Support,3,291.17,70.0,873.51,210.0,663.51,2023-11
TRX-002759,2023-11-09,CUST-0551,North America,Basic Support,7,314.42,70.0,2200.94,490.0,1710.94,2023-11
TRX-002782,2023-11-09,CUST-0633,North America,Basic Support,3,304.54,70.0,913.6200000000001,210.0,703.6200000000001,2023-11
TRX-002642,2023-11-10,CUST-0162,Europe,Enterprise License,3,1249.44,350.0,3748.32,1050.0,2698.32,2023-11
TRX-002696,2023-11-10,CUST-0339,Asia-Pacific,Consulting Service,7,163.75,105.0,1146.25,735.0,411.25,2023-11
TRX-002722,2023-11-10,CUST-0438,Asia-Pacific,Consulting Service,6,162.56,105.0,975.36,630.0,345.36,2023-11
TRX-002738,2023-11-10,CUST-0495,Latin America,Premium Maintenance,5,617.35,220.0,3086.75,1100.0,1986.75,2023-11
TRX-002741,2023-11-10,CUST-0497,Latin America,Premium Maintenance,2,629.54,220.0,1259.08,440.0,819.0799999999999,2023-11
TRX-002749,2023-11-10,CUST-0521,Asia-Pacific,Enterprise License,3,1151.65,350.0,3454.9500000000003,1050.0,2404.9500000000003,2023-11
TRX-002765,2023-11-10,CUST-0579,North America,Basic Support,1,279.18,70.0,279.18,70.0,209.18,2023-11
TRX-002776,2023-11-10,CUST-0617,Asia-Pacific,Premium Maintenance,7,682.61,220.0,4778.27,1540.0,3238.2700000000004,2023-11
TRX-002790,2023-11-10,CUST-0660,North America,Enterprise License,7,1279.06,350.0,8953.42,2450.0,6503.42,2023-11
TRX-002597,2023-11-11,CUST-0003,North America,Premium Maintenance,5,661.64,220.0,3308.2,1100.0,2208.2,2023-11
TRX-002635,2023-11-11,CUST-0120,North America,Basic Support,4,309.8,70.0,1239.2,280.0,959.2,2023-11
TRX-002663,2023-11-11,CUST-0214,North America,Consulting Service,7,170.29,105.0,1192.03,735.0,457.03,2023-11
TRX-002747,2023-11-11,CUST-0519,Asia-Pacific,Premium Maintenance,5,672.92,220.0,3364.6,1100.0,2264.6,2023-11
TRX-002757,2023-11-11,CUST-0540,Asia-Pacific,Premium Maintenance,5,690.63,220.0,3453.15,1100.0,2353.15,2023-11
TRX-002767,2023-11-11,CUST-0593,Europe,Basic Support,7,294.05,70.0,2058.35,490.0,1568.35,2023-11
TRX-002831,2023-11-11,CUST-0783,North America,Premium Maintenance,1,652.5,220.0,652.5,220.0,432.5,2023-11
TRX-002618,2023-11-12,CUST-0064,Europe,Premium Maintenance,4,697.83,220.0,2791.32,880.0,1911.3200000000002,2023-11
TRX-002649,2023-11-12,CUST-0181,Europe,Basic Support,1,279.51,70.0,279.51,70.0,209.51,2023-11
TRX-002652,2023-11-12,CUST-0184,Europe,Enterprise License,5,1197.88,350.0,5989.400000000001,1750.0,4239.400000000001,2023-11
TRX-002657,2023-11-12,CUST-0200,North America,Basic Support,2,312.79,70.0,625.58,140.0,485.58000000000004,2023-11
TRX-002706,2023-11-12,CUST-0362,North America,Basic Support,4,307.98,70.0,1231.92,280.0,951.9200000000001,2023-11
TRX-002719,2023-11-12,CUST-0419,Europe,Basic Support,1,276.25,70.0,276.25,70.0,206.25,2023-11
TRX-002724,2023-11-12,CUST-0447,Asia-Pacific,Enterprise License,6,1235.37,350.0,7412.219999999999,2100.0,5312.219999999999,2023-11
TRX-002725,2023-11-12,CUST-0454,North America,Basic Support,3,308.65,70.0,925.9499999999999,210.0,715.9499999999999,2023-11
TRX-002764,2023-11-12,CUST-0568,Asia-Pacific,Consulting Service,6,168.55,105.0,1011.3000000000001,630.0,381.30000000000007,2023-11
TRX-002829,2023-11-12,CUST-0781,Latin America,Consulting Service,5,169.5,105.0,847.5,525.0,322.5,2023-11
TRX-002606,2023-11-13,CUST-0023,Latin America,Consulting Service,5,181.31,105.0,906.55,525.0,381.54999999999995,2023-11
TRX-002621,2023-11-13,CUST-0069,Europe,Consulting Service,3,194.18,105.0,582.54,315.0,267.53999999999996,2023-11
TRX-002626,2023-11-13,CUST-0093,Europe,Basic Support,4,295.58,70.0,1182.32,280.0,902.3199999999999,2023-11
TRX-002632,2023-11-13,CUST-0115,Latin America,Basic Support,5,307.76,70.0,1538.8,350.0,1188.8,2023-11
TRX-002673,2023-11-13,CUST-0238,Asia-Pacific,Basic Support,6,315.0,70.0,1890.0,420.0,1470.0,2023-11
TRX-002677,2023-11-13,CUST-0241,Asia-Pacific,Consulting Service,2,169.77,105.0,339.54,210.0,129.54000000000002,2023-11
TRX-002681,2023-11-13,CUST-0268,North America,Enterprise License,2,1245.44,350.0,2490.88,700.0,1790.88,2023-11
TRX-002688,2023-11-13,CUST-0301,Europe,Consulting Service,2,168.35,105.0,336.7,210.0,126.69999999999999,2023-11
TRX-002745,2023-11-13,CUST-0507,Asia-Pacific,Enterprise License,2,1162.64,350.0,2325.28,700.0,1625.2800000000002,2023-11
TRX-002797,2023-11-13,CUST-0672,Europe,Enterprise License,7,1247.51,350.0,8732.57,2450.0,6282.57,2023-11
TRX-002813,2023-11-13,CUST-0734,North America,Premium Maintenance,3,683.59,220.0,2050.77,660.0,1390.77,2023-11
TRX-002604,2023-11-14,CUST-0017,Europe,Premium Maintenance,7,686.54,220.0,4805.78,1540.0,3265.7799999999997,2023-11
TRX-002629,2023-11-14,CUST-0096,Asia-Pacific,Consulting Service,3,178.42,105.0,535.26,315.0,220.26,2023-11
TRX-002698,2023-11-14,CUST-0340,Asia-Pacific,Consulting Service,6,172.46,105.0,1034.76,630.0,404.76,2023-11
TRX-002758,2023-11-14,CUST-0546,Unknown,Premium Maintenance,5,674.55,220.0,3372.75,1100.0,2272.75,2023-11
TRX-002617,2023-11-15,CUST-0064,Europe,Basic Support,7,279.77,70.0,1958.3899999999999,490.0,1468.3899999999999,2023-11
TRX-002636,2023-11-15,CUST-0133,Asia-Pacific,Enterprise License,6,1142.63,350.0,6855.780000000001,2100.0,4755.780000000001,2023-11
TRX-002682,2023-11-15,CUST-0268,North America,Enterprise License,1,1118.44,350.0,1118.44,350.0,768.44,2023-11
TRX-002693,2023-11-15,CUST-0316,Latin America,Enterprise License,2,1294.05,350.0,2588.1,700.0,1888.1,2023-11
TRX-002737,2023-11-15,CUST-0487,Latin America,Basic Support,1,273.8,70.0,273.8,70.0,203.8,2023-11
TRX-002744,2023-11-15,CUST-0503,North America,Enterprise License,5,1105.03,350.0,5525.15,1750.0,3775.1499999999996,2023-11
TRX-002760,2023-11-15,CUST-0553,Europe,Basic Support,4,307.67,70.0,1230.68,280.0,950.6800000000001,2023-11
TRX-002779,2023-11-15,CUST-0621,Latin America,Enterprise License,4,1265.48,350.0,5061.92,1400.0,3661.92,2023-11
TRX-002808,2023-11-15,CUST-0716,Europe,Premium Maintenance,7,586.27,220.0,4103.889999999999,1540.0,2563.8899999999994,2023-11
TRX-002824,2023-11-15,CUST-0765,Asia-Pacific,Premium Maintenance,7,640.31,220.0,4482.17,1540.0,2942.17,2023-11
TRX-002835,2023-11-15,CUST-0787,Europe,Basic Support,1,287.68,70.0,287.68,70.0,217.68,2023-11
TRX-002611,2023-11-16,CUST-0036,North America,Enterprise License,3,1097.26,350.0,3291.7799999999997,1050.0,2241.7799999999997,2023-11
TRX-002648,2023-11-16,CUST-0180,Asia-Pacific,Basic Support,4,294.46,70.0,1177.84,280.0,897.8399999999999,2023-11
TRX-002684,2023-11-16,CUST-0282,Unknown,Premium Maintenance,6,623.87,220.0,3743.2200000000003,1320.0,2423.2200000000003,2023-11
TRX-002687,2023-11-16,CUST-0301,Europe,Basic Support,5,282.6,70.0,1413.0,350.0,1063.0,2023-11
TRX-002690,2023-11-16,CUST-0310,Latin America,Premium Maintenance,6,615.05,220.0,3690.2999999999997,1320.0,2370.2999999999997,2023-11
TRX-002700,2023-11-16,CUST-0347,Europe,Premium Maintenance,3,607.78,220.0,1823.34,660.0,1163.34,2023-11
TRX-002714,2023-11-16,CUST-0397,Europe,Premium Maintenance,3,599.77,220.0,1799.31,660.0,1139.31,2023-11
TRX-002734,2023-11-16,CUST-0484,Latin America,Consulting Service,5,184.87,105.0,924.35,525.0,399.35,2023-11
TRX-002788,2023-11-16,CUST-0659,North America,Premium Maintenance,6,639.02,220.0,3834.12,1320.0,2514.12,2023-11
TRX-002798,2023-11-16,CUST-0672,Europe,Consulting Service,3,180.29,105.0,540.87,315.0,225.87,2023-11
TRX-002799,2023-11-16,CUST-0680,Europe,Basic Support,6,310.54,70.0,1863.2400000000002,420.0,1443.2400000000002,2023-11
TRX-002834,2023-11-16,CUST-0787,Europe,Consulting Service,7,186.22,105.0,1303.54,735.0,568.54,2023-11
TRX-002836,2023-11-16,CUST-0792,Latin America,Consulting Service,7,179.87,105.0,1259.0900000000001,735.0,524.0900000000001,2023-11
TRX-002615,2023-11-17,CUST-0053,Europe,Enterprise License,5,1198.34,350.0,5991.7,1750.0,4241.7,2023-11
TRX-002637,2023-11-17,CUST-0143,Latin America,Basic Support,5,309.96,70.0,1549.8,350.0,1199.8,2023-11
TRX-002691,2023-11-17,CUST-0311,North America,Enterprise License,1,1253.82,350.0,1253.82,350.0,903.8199999999999,2023-11
TRX-002710,2023-11-17,CUST-0387,North America,Consulting Service,2,176.13,105.0,352.26,210.0,142.26,2023-11
TRX-002733,2023-11-17,CUST-0483,Latin America,Enterprise License,4,1087.9,350.0,4351.6,1400.0,2951.6000000000004,2023-11
TRX-002746,2023-11-17,CUST-0513,Asia-Pacific,Enterprise License,4,1135.34,350.0,4541.36,1400.0,3141.3599999999997,2023-11
TRX-002801,2023-11-17,CUST-0693,North America,Consulting Service,3,169.24,105.0,507.72,315.0,192.72000000000003,2023-11
TRX-002614,2023-11-18,CUST-0053,Europe,Enterprise License,1,1292.42,350.0,1292.42,350.0,942.4200000000001,2023-11
TRX-002662,2023-11-18,CUST-0212,Europe,Consulting Service,7,187.86,105.0,1315.02,735.0,580.02,2023-11
TRX-002674,2023-11-18,CUST-0238,Asia-Pacific,Consulting Service,4,166.53,105.0,666.12,420.0,246.12,2023-11
TRX-002781,2023-11-18,CUST-0630,Europe,Enterprise License,4,1111.07,350.0,4444.28,1400.0,3044.2799999999997,2023-11
TRX-002607,2023-11-19,CUST-0024,North America,Basic Support,2,280.8,70.0,561.6,140.0,421.6,2023-11
TRX-002612,2023-11-19,CUST-0038,Europe,Enterprise License,7,1091.74,350.0,7642.18,2450.0,5192.18,2023-11
TRX-002644,2023-11-19,CUST-0164,Asia-Pacific,Enterprise License,1,1133.26,350.0,1133.26,350.0,783.26,2023-11
TRX-002656,2023-11-19,CUST-0197,North America,Enterprise License,3,1228.72,350.0,3686.16,1050.0,2636.16,2023-11
TRX-002658,2023-11-19,CUST-0208,North America,Basic Support,6,301.95,70.0,1811.6999999999998,420.0,1391.6999999999998,2023-11
TRX-002667,2023-11-19,CUST-0218,Latin America,Enterprise License,2,1273.02,350.0,2546.04,700.0,1846.04,2023-11
TRX-002669,2023-11-19,CUST-0228,Latin America,Premium Maintenance,5,677.99,220.0,3389.95,1100.0,2289.95,2023-11
TRX-002689,2023-11-19,CUST-0306,Europe,Enterprise License,7,1120.75,350.0,7845.25,2450.0,5395.25,2023-11
TRX-002699,2023-11-19,CUST-0343,North America,Basic Support,2,318.83,70.0,637.66,140.0,497.65999999999997,2023-11
TRX-002705,2023-11-19,CUST-0362,North America,Consulting Service,5,174.39,105.0,871.9499999999999,525.0,346.94999999999993,2023-11
TRX-002721,2023-11-19,CUST-0430,Europe,Enterprise License,1,1219.37,350.0,1219.37,350.0,869.3699999999999,2023-11
TRX-002769,2023-11-19,CUST-0608,Asia-Pacific,Premium Maintenance,5,617.31,220.0,3086.5499999999997,1100.0,1986.5499999999997,2023-11
TRX-002792,2023-11-19,CUST-0660,North America,Enterprise License,7,1214.29,350.0,8500.029999999999,2450.0,6050.029999999999,2023-11
TRX-002804,2023-11-19,CUST-0705,Latin America,Enterprise License,5,1220.18,350.0,6100.900000000001,1750.0,4350.900000000001,2023-11
TRX-002806,2023-11-19,CUST-0707,North America,Enterprise License,4,1288.65,350.0,5154.6,1400.0,3754.6000000000004,2023-11
TRX-002815,2023-11-19,CUST-0741,North America,Consulting Service,7,188.25,105.0,1317.75,735.0,582.75,2023-11
TRX-002827,2023-11-19,CUST-0780,Europe,Enterprise License,4,1135.62,350.0,4542.48,1400.0,3142.4799999999996,2023-11
TRX-002600,2023-11-20,CUST-0005,North America,Premium Maintenance,5,667.14,220.0,3335.7,1100.0,2235.7,2023-11
TRX-002609,2023-11-20,CUST-0028,Europe,Premium Maintenance,6,630.61,220.0,3783.66,1320.0,2463.66,2023-11
TRX-002675,2023-11-20,CUST-0240,Asia-Pacific,Consulting Service,7,191.02,105.0,1337.14,735.0,602.1400000000001,2023-11
TRX-002731,2023-11-20,CUST-0472,Latin America,Basic Support,1,316.3,70.0,316.3,70.0,246.3,2023-11
TRX-002742,2023-11-20,CUST-0497,Latin America,Consulting Service,7,188.23,105.0,1317.61,735.0,582.6099999999999,2023-11
TRX-002773,2023-11-20,CUST-0612,Unknown,Enterprise License,4,1245.04,350.0,4980.16,1400.0,3580.16,2023-11
TRX-002789,2023-11-20,CUST-0659,North America,Basic Support,3,281.61,70.0,844.83,210.0,634.83,2023-11
TRX-002807,2023-11-20,CUST-0713,Latin America,Premium Maintenance,7,605.88,220.0,4241.16,1540.0,2701.16,2023-11
TRX-002809,2023-11-20,CUST-0725,North America,Premium Maintenance,3,689.05,220.0,2067.1499999999996,660.0,1407.1499999999996,2023-11
TRX-002823,2023-11-20,CUST-0765,Asia-Pacific,Consulting Service,6,180.42,105.0,1082.52,630.0,452.52,2023-11
TRX-002601,2023-11-21,CUST-0006,Latin America,Basic Support,2,293.84,70.0,587.68,140.0,447.67999999999995,2023-11
TRX-002616,2023-11-21,CUST-0060,Europe,Enterprise License,4,1091.25,350.0,4365.0,1400.0,2965.0,2023-11
TRX-002628,2023-11-21,CUST-0094,Europe,Basic Support,1,310.75,70.0,310.75,70.0,240.75,2023-11
TRX-002703,2023-11-21,CUST-0360,Latin America,Basic Support,6,273.76,70.0,1642.56,420.0,1222.56,2023-11
TRX-002763,2023-11-21,CUST-0565,Latin America,Consulting Service,3,186.73,105.0,560.1899999999999,315.0,245.18999999999994,2023-11
TRX-002771,2023-11-21,CUST-0608,Asia-Pacific,Premium Maintenance,3,694.96,220.0,2084.88,660.0,1424.88,2023-11
TRX-002778,2023-11-21,CUST-0619,North America,Basic Support,2,289.82,70.0,579.64,140.0,439.64,2023-11
TRX-002638,2023-11-22,CUST-0148,Asia-Pacific,Basic Support,2,297.99,70.0,595.98,140.0,455.98,2023-11
TRX-002643,2023-11-22,CUST-0162,Europe,Basic Support,3,307.56,70.0,922.6800000000001,210.0,712.6800000000001,2023-11
TRX-002666,2023-11-22,CUST-0215,Europe,Consulting Service,7,182.02,105.0,1274.14,735.0,539.1400000000001,2023-11
TRX-002671,2023-11-22,CUST-0232,Asia-Pacific,Premium Maintenance,7,672.92,220.0,4710.44,1540.0,3170.4399999999996,2023-11
TRX-002784,2023-11-22,CUST-0638,North America,Basic Support,7,303.5,70.0,2124.5,490.0,1634.5,2023-11
TRX-002811,2023-11-22,CUST-0734,North America,Premium Maintenance,7,643.96,220.0,4507.72,1540.0,2967.7200000000003,2023-11
TRX-002825,2023-11-22,CUST-0768,Unknown,Enterprise License,5,1254.98,350.0,6274.9,1750.0,4524.9,2023-11
TRX-002624,2023-11-23,CUST-0078,Latin America,Basic Support,5,306.12,70.0,1530.6,350.0,1180.6,2023-11
TRX-002631,2023-11-23,CUST-0110,Asia-Pacific,Consulting Service,1,192.73,105.0,192.73,105.0,87.72999999999999,2023-11
TRX-002676,2023-11-23,CUST-0240,Asia-Pacific,Premium Maintenance,6,627.03,220.0,3762.18,1320.0,2442.18,2023-11
TRX-002680,2023-11-23,CUST-0259,Europe,Premium Maintenance,5,683.86,220.0,3419.3,1100.0,2319.3,2023-11
TRX-002695,2023-11-23,CUST-0322,Asia-Pacific,Premium Maintenance,7,591.18,220.0,4138.259999999999,1540.0,2598.2599999999993,2023-11
TRX-002723,2023-11-23,CUST-0440,Europe,Basic Support,7,279.02,70.0,1953.1399999999999,490.0,1463.1399999999999,2023-11
TRX-002730,2023-11-23,CUST-0471,Asia-Pacific,Consulting Service,5,188.77,105.0,943.85,525.0,418.85,2023-11
TRX-002762,2023-11-23,CUST-0558,North America,Enterprise License,5,1275.4,350.0,6377.0,1750.0,4627.0,2023-11
TRX-002598,2023-11-24,CUST-0005,North America,Premium Maintenance,1,633.82,220.0,633.82,220.0,413.82000000000005,2023-11
TRX-002602,2023-11-24,CUST-0007,Unknown,Consulting Service,4,162.17,105.0,648.68,420.0,228.67999999999995,2023-11
TRX-002655,2023-11-24,CUST-0190,Asia-Pacific,Basic Support,7,279.28,70.0,1954.9599999999998,490.0,1464.9599999999998,2023-11
TRX-002672,2023-11-24,CUST-0232,Asia-Pacific,Enterprise License,3,1155.4,350.0,3466.2000000000003,1050.0,2416.2000000000003,2023-11
TRX-002654,2023-11-25,CUST-0190,Asia-Pacific,Consulting Service,3,180.78,105.0,542.34,315.0,227.34000000000003,2023-11
TRX-002678,2023-11-25,CUST-0246,Europe,Basic Support,4,277.67,70.0,1110.68,280.0,830.6800000000001,2023-11
TRX-002729,2023-11-25,CUST-0465,Unknown,Enterprise License,2,1267.97,350.0,2535.94,700.0,1835.94,2023-11
TRX-002752,2023-11-25,CUST-0526,Europe,Consulting Service,5,193.93,105.0,969.6500000000001,525.0,444.6500000000001,2023-11
TRX-002768,2023-11-25,CUST-0607,Europe,Basic Support,1,305.46,70.0,305.46,70.0,235.45999999999998,2023-11
TRX-002812,2023-11-25,CUST-0734,North America,Enterprise License,4,1083.93,350.0,4335.72,1400.0,2935.7200000000003,2023-11
TRX-002605,2023-11-26,CUST-0023,Latin America,Consulting Service,3,168.45,105.0,505.34999999999997,315.0,190.34999999999997,2023-11
TRX-002613,2023-11-26,CUST-0046,North America,Basic Support,6,316.97,70.0,1901.8200000000002,420.0,1481.8200000000002,2023-11
TRX-002816,2023-11-26,CUST-0747,Europe,Consulting Service,3,184.39,105.0,553.17,315.0,238.16999999999996,2023-11
TRX-002608,2023-11-27,CUST-0027,Asia-Pacific,Premium Maintenance,4,670.65,220.0,2682.6,880.0,1802.6,2023-11
TRX-002630,2023-11-27,CUST-0105,Europe,Enterprise License,1,1085.5,350.0,1085.5,350.0,735.5,2023-11
TRX-002639,2023-11-27,CUST-0153,Asia-Pacific,Premium Maintenance,7,639.58,220.0,4477.06,1540.0,2937.0600000000004,2023-11
TRX-002646,2023-11-27,CUST-0173,Asia-Pacific,Premium Maintenance,7,646.44,220.0,4525.08,1540.0,2985.08,2023-11
TRX-002716,2023-11-27,CUST-0405,Europe,Premium Maintenance,1,674.72,220.0,674.72,220.0,454.72,2023-11
TRX-002727,2023-11-27,CUST-0460,North America,Consulting Service,1,183.51,105.0,183.51,105.0,78.50999999999999,2023-11
TRX-002728,2023-11-27,CUST-0460,North America,Basic Support,1,297.86,70.0,297.86,70.0,227.86,2023-11
TRX-002755,2023-11-27,CUST-0535,North America,Consulting Service,2,181.75,105.0,363.5,210.0,153.5,2023-11
TRX-002761,2023-11-27,CUST-0554,Asia-Pacific,Enterprise License,6,1107.23,350.0,6643.38,2100.0,4543.38,2023-11
TRX-002772,2023-11-27,CUST-0612,North America,Basic Support,5,281.94,70.0,1409.7,350.0,1059.7,2023-11
TRX-002775,2023-11-27,CUST-0616,North America,Premium Maintenance,6,637.5,220.0,3825.0,1320.0,2505.0,2023-11
TRX-002796,2023-11-27,CUST-0667,North America,Basic Support,4,312.12,70.0,1248.48,280.0,968.48,2023-11
TRX-002803,2023-11-27,CUST-0703,Europe,Consulting Service,6,192.29,105.0,1153.74,630.0,523.74,2023-11
TRX-002817,2023-11-27,CUST-0754,Asia-Pacific,Premium Maintenance,7,611.65,220.0,4281.55,1540.0,2741.55,2023-11
TRX-002819,2023-11-27,CUST-0759,Europe,Consulting Service,1,166.07,105.0,166.07,105.0,61.06999999999999,2023-11
TRX-002826,2023-11-27,CUST-0776,Latin America,Enterprise License,7,1174.5,350.0,8221.5,2450.0,5771.5,2023-11
TRX-002619,2023-11-28,CUST-0066,North America,Premium Maintenance,1,681.25,220.0,681.25,220.0,461.25,2023-11
TRX-002679,2023-11-28,CUST-0258,Asia-Pacific,Consulting Service,4,189.7,105.0,758.8,420.0,338.79999999999995,2023-11
TRX-002692,2023-11-28,CUST-0313,Europe,Premium Maintenance,4,657.21,220.0,2628.84,880.0,1748.8400000000001,2023-11
